time,open,high,low,close,volume
2020-05-07,14.31,14.98,13.87,14.52,982808
2020-05-08,14.46,15.00,14.07,14.71,1081475
2020-05-11,14.71,14.96,14.33,14.81,1022648
2020-05-12,14.84,15.23,14.62,14.93,1067833
2020-05-13,15.09,15.73,14.63,15.22,1195141
2020-05-14,15.10,15.58,14.79,15.26,1101154
2020-05-15,15.33,15.76,15.23,15.30,1207959
2020-05-18,15.37,15.70,15.09,15.52,1194233
2020-05-19,15.55,16.01,15.16,15.66,1152132
2020-05-20,15.75,15.87,15.16,15.73,1216113
2020-05-21,15.62,16.10,15.21,15.58,1251938
2020-05-22,15.53,15.80,15.25,15.67,1161376
2020-05-25,15.51,15.67,15.12,15.49,1215071
2020-05-26,15.63,15.87,15.10,15.44,1139109
2020-05-27,15.54,15.79,15.26,15.47,1110856
2020-05-28,15.48,15.81,15.27,15.37,1131804
2020-05-29,15.40,15.67,14.78,15.23,1144558
2020-06-01,15.21,15.45,14.96,15.13,1074074
2020-06-02,14.97,15.11,14.73,14.98,1126739
2020-06-03,15.12,15.25,14.84,14.99,1182763
2020-06-04,14.85,15.07,14.33,14.66,1098305
2020-06-05,14.80,15.07,14.28,14.56,992277
2020-06-08,14.61,14.91,14.40,14.56,1147057
2020-06-09,14.56,14.99,14.28,14.46,1098023
2020-06-10,14.58,15.01,14.31,14.48,1028684
2020-06-11,14.54,14.74,14.08,14.27,994249
2020-06-12,14.23,14.40,13.98,14.13,1081159
2020-06-15,14.11,14.28,13.73,14.09,915627
2020-06-16,14.12,14.50,13.73,14.16,989139
2020-06-17,14.12,14.54,13.80,14.20,1041458
2020-06-18,14.33,14.40,13.93,14.23,1088966
2020-06-19,14.13,14.40,13.77,14.15,927471
2020-06-22,14.22,14.56,13.92,14.21,1047500
2020-06-23,14.30,14.65,14.11,14.36,880264
2020-06-24,14.50,14.86,14.25,14.54,974983
2020-06-25,14.63,15.00,14.37,14.67,932113
2020-06-26,14.61,15.30,14.42,14.80,904731
2020-06-29,14.64,15.35,14.29,14.89,864898
2020-06-30,14.84,15.42,14.62,15.18,1039038
2020-07-01,15.20,15.64,14.94,15.46,944969
2020-07-02,15.36,15.93,15.15,15.69,1010571
2020-07-03,15.57,16.03,15.36,15.95,929937
2020-07-06,16.01,16.62,15.82,16.36,986926
2020-07-07,16.24,16.94,16.21,16.47,1057449
2020-07-08,16.37,16.80,16.32,16.67,1065585
2020-07-09,16.67,17.25,16.45,16.95,1061472
2020-07-10,17.02,17.45,16.80,17.24,1162833
2020-07-13,17.19,17.83,16.99,17.43,1216435
2020-07-14,17.39,18.02,17.37,17.70,1078414
2020-07-15,17.61,18.22,17.38,17.76,1089115
2020-07-16,17.88,18.42,17.49,17.89,1162363
2020-07-17,17.83,18.33,17.59,17.82,1118644
2020-07-20,17.80,18.08,17.41,17.81,1176546
2020-07-21,17.70,17.90,17.30,17.80,1128766
2020-07-22,17.76,17.90,17.29,17.69,1129173
2020-07-23,17.74,18.20,17.50,17.64,1101568
2020-07-24,17.60,17.78,17.22,17.61,1117374
2020-07-27,17.61,17.86,17.25,17.38,1183416
2020-07-28,17.42,17.67,16.90,17.23,1175851
2020-07-29,17.35,17.60,16.79,17.20,1098421
2020-07-30,17.13,17.53,16.79,17.02,1131594
2020-07-31,17.05,17.32,16.67,16.83,1087867
2020-08-03,16.91,17.26,16.22,16.58,1115451
2020-08-04,16.67,16.98,16.26,16.47,1006402
2020-08-05,16.29,16.61,15.95,16.29,1169363
2020-08-06,16.22,16.39,15.79,16.21,1055266
2020-08-07,16.19,16.39,15.70,16.10,940939
2020-08-10,16.04,16.55,15.59,15.96,960496
2020-08-11,15.94,16.20,15.77,15.95,891898
2020-08-12,15.84,16.06,15.68,15.76,1002950
2020-08-13,15.86,16.18,15.67,15.91,1032016
2020-08-14,15.93,16.44,15.68,16.10,880991
2020-08-17,16.02,16.46,15.70,16.25,959391
2020-08-18,16.19,16.51,15.75,16.20,922277
2020-08-19,16.19,16.68,15.75,16.45,930595
2020-08-20,16.63,17.01,16.51,16.77,1032777
2020-08-21,16.72,17.11,16.55,16.80,1009009
2020-08-24,16.72,17.23,16.55,17.04,1025953
2020-08-25,17.19,17.40,16.81,17.35,1003248
2020-08-26,17.40,17.63,17.28,17.57,930186
2020-08-27,17.70,18.30,17.26,17.97,957307
2020-08-28,17.96,18.39,17.70,18.22,987480
2020-08-31,18.39,18.87,18.09,18.42,1094078
2020-09-01,18.53,19.10,18.09,18.66,985892
2020-09-02,18.62,19.18,18.39,18.94,1115291
2020-09-03,19.05,19.46,18.91,19.23,1163267
2020-09-04,19.28,19.95,19.12,19.44,1052531
2020-09-07,19.40,20.12,19.22,19.66,1093152
2020-09-08,19.53,20.03,19.48,19.72,1092505
2020-09-09,19.71,20.08,19.36,19.77,1198465
2020-09-10,19.62,19.88,19.37,19.59,1090792
2020-09-11,19.58,20.16,19.37,19.56,1068666
2020-09-14,19.51,19.67,18.92,19.27,1173693
2020-09-15,19.41,19.87,18.89,19.30,1066575
2020-09-16,19.43,19.82,19.12,19.14,1076890
2020-09-17,19.09,19.28,18.81,18.86,1020131
2020-09-18,18.78,18.87,18.30,18.57,1189169
2020-09-21,18.44,18.85,17.89,18.36,1057006
2020-09-22,18.37,18.65,17.89,18.11,1080834
2020-09-23,18.19,18.42,17.55,17.83,951432
2020-09-24,17.88,18.12,17.42,17.58,911495
2020-09-25,17.46,17.63,17.16,17.31,930275
2020-09-28,17.25,17.35,16.84,17.04,904368
2020-09-29,16.89,17.34,16.45,16.81,1073664
2020-09-30,16.91,17.23,16.61,16.71,932956
2020-10-01,16.64,16.94,16.28,16.60,995419
2020-10-02,16.67,16.82,16.39,16.54,921083
2020-10-05,16.61,16.92,16.06,16.45,1006757
2020-10-06,16.34,16.76,16.25,16.34,949252
2020-10-07,16.35,16.80,16.12,16.40,855584
2020-10-08,16.47,16.90,16.07,16.47,1024450
2020-10-09,16.41,16.80,16.22,16.63,862158
2020-10-12,16.68,17.23,16.43,17.11,895307
2020-10-13,17.13,17.84,16.72,17.61,997820
2020-10-14,17.57,18.19,17.29,18.04,1034964
2020-10-15,18.22,18.68,18.10,18.50,968272
2020-10-16,18.38,19.24,18.13,19.03,1134968
2020-10-19,19.20,19.79,18.77,19.48,1112047
2020-10-20,19.62,20.12,19.29,19.90,1056540
2020-10-21,19.89,20.76,19.87,20.33,1141463
2020-10-22,20.25,21.02,19.94,20.81,1147613
2020-10-23,20.63,21.27,20.34,21.11,1216902
2020-10-26,21.05,22.06,21.03,21.51,1212177
2020-10-27,21.47,22.15,21.30,21.77,1198742
2020-10-28,21.91,22.59,21.67,22.11,1254680
2020-10-29,22.08,22.74,21.72,22.15,1071316
2020-10-30,22.23,22.64,21.97,22.21,1202848
2020-11-02,22.19,22.68,21.87,22.24,1251131
2020-11-03,22.24,22.77,21.80,22.21,1089097
2020-11-04,22.10,22.33,21.75,22.12,1151494
2020-11-05,22.10,22.43,21.80,21.93,1246307
2020-11-06,21.78,22.16,21.32,21.80,1052298
2020-11-09,21.74,21.98,21.25,21.72,1228779
2020-11-10,21.65,21.81,21.05,21.49,1057294
2020-11-11,21.50,21.63,20.78,21.18,1131556
2020-11-12,21.01,21.19,20.32,20.84,1077755
2020-11-13,20.86,21.11,20.16,20.48,1003962
2020-11-16,20.30,20.44,19.73,19.96,1154297
2020-11-17,20.02,20.38,19.41,19.82,1138411
2020-11-18,19.82,20.03,19.35,19.57,1071052
2020-11-19,19.64,19.86,19.13,19.45,1003858
2020-11-20,19.37,19.84,18.89,19.22,1033026
2020-11-23,19.24,19.64,18.89,19.26,1018107
2020-11-24,19.30,19.82,19.09,19.37,1087847
2020-11-25,19.50,19.78,19.22,19.44,987539
2020-11-26,19.31,19.88,19.20,19.55,1085884
2020-11-27,19.67,19.89,19.15,19.58,1045903
2020-11-30,19.68,20.38,19.58,19.99,1078910
2020-12-01,20.03,20.48,19.66,20.29,1093644
2020-12-02,20.25,20.70,20.06,20.47,1010035
2020-12-03,20.34,21.04,20.01,20.82,1055268
2020-12-04,20.80,21.43,20.40,21.01,942301
2020-12-07,21.16,21.45,20.91,21.28,1065204
2020-12-08,21.44,21.71,21.05,21.67,952142
2020-12-09,21.74,22.12,21.43,22.08,962552
2020-12-10,22.19,22.37,21.96,22.30,954784
2020-12-11,22.20,22.78,21.74,22.43,966512
2020-12-14,22.39,22.85,22.26,22.48,870216
2020-12-15,22.58,23.01,22.26,22.82,990340
2020-12-16,22.95,23.36,22.67,23.09,833376
2020-12-17,22.99,23.47,22.63,23.19,1037337
2020-12-18,23.37,23.59,23.00,23.25,965509
2020-12-21,23.18,23.51,22.79,23.14,1024310
2020-12-22,23.06,23.27,22.59,23.02,956493
2020-12-23,23.10,23.42,22.73,22.92,852603
2020-12-24,23.06,23.13,22.64,23.03,898374
2020-12-25,23.07,23.44,22.76,22.90,985513
2020-12-28,23.00,23.46,22.63,22.72,919870
2020-12-29,22.55,22.76,22.21,22.50,978097
2020-12-30,22.48,22.62,22.00,22.33,1039067
2020-12-31,22.30,22.59,21.79,22.03,947220
2021-01-01,21.99,22.19,21.50,21.83,1071532
2021-01-04,21.89,22.18,21.53,21.70,1071811
2021-01-05,21.58,21.81,21.20,21.35,1161050
2021-01-06,21.28,21.58,20.78,21.06,1126647
2021-01-07,21.00,21.48,20.77,20.78,1066394
2021-01-08,20.86,21.26,20.30,20.56,1038419
2021-01-11,20.47,20.76,20.06,20.32,1067349
2021-01-12,20.29,20.45,19.94,20.11,1049265
2021-01-13,20.03,20.19,19.73,19.87,1149739
2021-01-14,19.85,19.99,19.44,19.74,1107430
2021-01-15,19.87,20.11,19.60,19.76,1056409
2021-01-18,19.87,20.22,19.70,19.90,1106167
2021-01-19,19.72,20.09,19.47,19.88,981720
2021-01-20,19.79,20.04,19.34,19.86,962793
2021-01-21,19.96,20.27,19.54,20.20,1113267
2021-01-22,20.12,20.57,19.88,20.46,1100459
2021-01-25,20.31,20.95,20.11,20.67,976006
2021-01-26,20.69,21.25,20.46,21.06,1180898
2021-01-27,21.13,21.42,20.83,21.37,1069285
2021-01-28,21.47,21.91,21.17,21.74,1164959
2021-01-29,21.80,22.47,21.56,22.08,1090691
2021-02-01,22.19,22.65,21.95,22.37,1113641
2021-02-02,22.28,22.95,21.99,22.50,1188961
2021-02-03,22.38,22.96,22.22,22.60,1140306
2021-02-04,22.72,23.22,22.43,22.93,1280248
2021-02-05,22.87,23.46,22.83,23.24,1148571
2021-02-08,23.36,23.71,23.11,23.44,1073027
2021-02-09,23.43,23.86,23.14,23.52,1247763
2021-02-10,23.46,24.09,23.24,23.69,1245114
2021-02-11,23.60,24.08,23.23,23.66,1116180
2021-02-12,23.64,23.88,23.16,23.57,1206396
2021-02-15,23.63,24.10,23.23,23.55,1253879
2021-02-16,23.47,23.64,23.25,23.34,1177275
2021-02-17,23.44,23.85,22.89,23.35,1199491
2021-02-18,23.21,23.46,22.61,22.95,1083974
2021-02-19,22.80,23.17,22.24,22.67,1242919
2021-02-22,22.57,22.82,22.33,22.37,1073818
2021-02-23,22.20,22.40,21.87,22.05,1147071
2021-02-24,22.21,22.42,21.58,21.70,1218947
2021-02-25,21.68,21.87,21.04,21.32,1056478
2021-02-26,21.32,21.45,20.83,21.08,1068542
2021-03-01,20.97,21.31,20.59,20.81,1151508
2021-03-02,20.63,21.14,20.43,20.49,978969
2021-03-03,20.43,20.58,20.20,20.35,979919
2021-03-04,20.30,20.61,19.80,20.14,976777
2021-03-05,20.17,20.68,19.70,20.11,1025529
2021-03-08,20.22,20.67,20.01,20.13,1000460
2021-03-09,19.97,20.49,19.68,20.11,996463
2021-03-10,20.11,20.39,19.62,20.05,982483
2021-03-11,20.03,20.55,19.74,20.01,980539
2021-03-12,19.93,20.40,19.46,20.02,962113
2021-03-15,20.10,20.67,19.83,20.35,964086
2021-03-16,20.32,20.93,20.19,20.69,878580
2021-03-17,20.77,21.32,20.48,21.03,1026522
2021-03-18,20.87,21.31,20.61,21.25,927436
2021-03-19,21.12,21.77,20.80,21.50,889845
2021-03-22,21.54,22.12,21.28,21.98,1024352
2021-03-23,21.86,22.53,21.65,22.21,1056778
2021-03-24,22.27,22.83,22.15,22.64,914835
2021-03-25,22.60,23.16,22.49,22.94,961883
2021-03-26,22.99,23.81,22.67,23.34,1011536
2021-03-29,23.32,23.86,23.02,23.60,1008625
2021-03-30,23.69,24.47,23.34,24.13,1049765
2021-03-31,24.00,24.67,23.60,24.34,958530
2021-04-01,24.17,24.77,23.92,24.47,1101363
2021-04-02,24.62,24.85,24.23,24.50,1169372
2021-04-05,24.59,25.17,24.35,24.64,1099087
2021-04-06,24.64,25.18,24.40,24.61,1116482
2021-04-07,24.60,25.06,24.32,24.52,1078220
2021-04-08,24.46,24.80,24.17,24.39,1065321
2021-04-09,24.31,24.83,23.85,24.11,1092451
2021-04-12,24.08,24.32,23.80,24.00,1044168
2021-04-13,23.96,24.08,23.54,23.72,1191674
2021-04-14,23.74,24.12,23.40,23.54,1038498
2021-04-15,23.37,23.48,23.07,23.23,1170832
2021-04-16,23.10,23.48,22.75,23.06,1161963
2021-04-19,22.97,23.27,22.78,22.90,999153
2021-04-20,22.81,22.99,22.56,22.78,1083047
2021-04-21,22.94,23.03,22.25,22.62,1007393
2021-04-22,22.68,23.11,22.21,22.65,1085250
2021-04-23,22.69,23.02,22.32,22.69,991585
2021-04-26,22.54,23.13,22.48,22.75,1058798
2021-04-27,22.75,23.10,22.36,22.89,916941
2021-04-28,23.05,23.41,22.73,23.14,964556
2021-04-29,23.11,23.70,22.79,23.38,1000262
2021-04-30,23.52,24.30,23.32,23.78,906988
2021-05-03,23.94,24.35,23.62,24.09,1056567
2021-05-04,24.08,24.77,23.84,24.34,974415
2021-05-05,24.19,24.87,23.84,24.45,1076426
2021-05-06,24.38,24.98,24.19,24.74,984083
2021-05-07,24.65,25.14,24.33,24.91,1045035
2021-05-10,24.93,25.69,24.52,25.16,1049187
2021-05-11,25.17,25.75,24.90,25.18,1172224
2021-05-12,25.33,25.80,24.84,25.30,1184532
2021-05-13,25.22,25.51,24.82,25.25,1130892
2021-05-14,25.20,25.83,24.72,25.08,1160305
2021-05-17,25.08,25.65,24.93,24.99,1233602
2021-05-18,25.09,25.27,24.61,24.92,1094412
2021-05-19,25.00,25.35,24.58,24.95,1231800
2021-05-20,24.78,25.31,24.30,24.71,1268288
2021-05-21,24.54,24.75,24.07,24.44,1140380
2021-05-24,24.48,25.01,24.19,24.21,1153463
2021-05-25,24.29,24.60,23.98,24.19,1207701
2021-05-26,24.28,24.42,23.77,24.02,1152895
2021-05-27,23.98,24.18,23.75,23.83,1210822
2021-05-28,23.74,24.06,23.43,23.67,1093183
2021-05-31,23.60,23.84,23.03,23.44,1167505
2021-06-01,23.51,23.64,23.04,23.30,1059998
2021-06-02,23.20,23.66,22.79,23.19,1030571
2021-06-03,23.33,23.59,23.00,23.21,1138776
2021-06-04,23.29,23.74,22.89,23.24,1072869
2021-06-07,23.30,23.77,22.84,23.42,1039496
2021-06-08,23.32,23.72,23.01,23.57,1096699
2021-06-09,23.72,24.14,23.25,23.88,1012454
2021-06-10,23.81,24.34,23.44,24.07,1081040
2021-06-11,23.90,24.65,23.50,24.38,989878
2021-06-14,24.37,25.16,24.07,24.68,1068911
2021-06-15,24.53,25.19,24.44,24.99,1001745
2021-06-16,25.07,25.89,24.76,25.41,913655
2021-06-17,25.55,26.08,25.18,25.66,930897
2021-06-18,25.82,26.44,25.44,25.98,877775
2021-06-21,25.99,26.60,25.86,26.20,941520
2021-06-22,26.14,26.93,25.91,26.41,1023329
2021-06-23,26.51,26.95,26.03,26.62,909580
2021-06-24,26.45,27.14,26.25,26.84,1035775
2021-06-25,26.77,27.22,26.26,26.91,992723
2021-06-28,26.79,27.26,26.36,26.77,905316
2021-06-29,26.61,27.26,26.49,26.78,1036651
2021-06-30,26.75,27.04,26.29,26.54,909617
2021-07-01,26.58,26.72,26.15,26.43,1139969
2021-07-02,26.34,26.67,25.99,26.29,929036
2021-07-05,26.39,26.63,25.89,26.19,1021792
2021-07-06,26.02,26.34,25.55,26.09,969644
2021-07-07,26.03,26.57,25.55,25.89,980749
2021-07-08,25.86,26.16,25.56,25.89,1112340
2021-07-09,25.81,26.07,25.43,25.87,1044852
2021-07-12,25.94,26.40,25.68,26.14,1063592
2021-07-13,26.11,26.54,25.98,26.23,957404
2021-07-14,26.27,26.92,26.05,26.59,901698
2021-07-15,26.61,27.19,26.37,26.87,1043405
2021-07-16,26.77,27.74,26.48,27.37,898059
2021-07-19,27.55,27.94,27.22,27.63,998797
2021-07-20,27.80,28.51,27.40,28.09,1015234
2021-07-21,28.19,28.89,27.73,28.58,966454
2021-07-22,28.62,28.94,28.26,28.81,1037394
2021-07-23,28.95,29.50,28.55,29.20,1096621
2021-07-26,29.26,30.02,28.98,29.67,1089252
2021-07-27,29.71,30.61,29.48,30.02,1166566
2021-07-28,30.11,30.69,29.74,30.30,1081568
2021-07-29,30.37,31.07,30.14,30.63,1206096
2021-07-30,30.53,31.02,30.38,30.68,1084971
2021-08-02,30.74,31.09,30.58,30.77,1225096
2021-08-03,30.60,31.04,30.21,30.63,1229933
2021-08-04,30.80,31.08,30.56,30.79,1210169
2021-08-05,30.96,31.23,30.69,30.81,1183574
2021-08-06,30.84,31.19,30.38,30.57,1190264
2021-08-09,30.61,30.70,30.16,30.41,1143659
2021-08-10,30.55,30.84,30.00,30.22,1231916
2021-08-11,30.12,30.38,29.56,29.90,1168577
2021-08-12,29.78,29.85,29.30,29.53,1242041
2021-08-13,29.38,29.55,28.81,29.16,1136024
2021-08-16,29.07,29.39,28.42,28.78,1258245
2021-08-17,28.62,28.73,27.94,28.41,1093050
2021-08-18,28.33,28.62,27.57,27.93,1202901
2021-08-19,28.09,28.49,27.39,27.66,1056624
2021-08-20,27.62,27.97,26.98,27.41,1152583
2021-08-23,27.42,27.53,26.86,27.14,1150553
2021-08-24,27.26,27.43,26.62,26.90,1118739
2021-08-25,26.88,27.19,26.21,26.75,1071778
2021-08-26,26.69,26.91,26.32,26.65,1055160
2021-08-27,26.79,27.09,26.24,26.48,1033728
2021-08-30,26.37,26.83,26.01,26.37,1028437
2021-08-31,26.35,26.71,26.08,26.33,1004962
2021-09-01,26.41,26.56,25.98,26.37,1023330
2021-09-02,26.40,26.75,26.06,26.59,1081575
2021-09-03,26.42,26.90,26.10,26.75,945025
2021-09-06,26.89,27.11,26.56,27.11,1031050
2021-09-07,27.11,27.63,26.85,27.51,961557
2021-09-08,27.34,27.96,27.08,27.84,948647
2021-09-09,27.75,28.31,27.41,28.08,973385
2021-09-10,28.09,28.80,27.94,28.45,959434
2021-09-13,28.39,29.25,28.33,28.88,1040829
2021-09-14,28.85,29.60,28.68,29.29,929900
2021-09-15,29.27,30.17,29.25,29.71,1053788
2021-09-16,29.57,30.55,29.36,30.09,1069440
2021-09-17,30.09,31.01,29.99,30.59,1116557
2021-09-20,30.72,31.29,30.39,31.05,1040598
2021-09-21,31.18,31.63,31.05,31.41,1073961
2021-09-22,31.49,32.29,31.41,31.83,1052475
2021-09-23,31.97,32.50,31.84,32.30,1142087
2021-09-24,32.13,32.58,31.88,32.41,1102907
2021-09-27,32.25,33.00,32.00,32.67,1159353
2021-09-28,32.79,33.21,32.61,32.90,1104038
2021-09-29,32.77,33.60,32.57,33.13,1173052
2021-09-30,33.26,33.77,32.93,33.33,1108100
2021-10-01,33.38,33.79,33.12,33.22,1258734
2021-10-04,33.33,33.87,32.85,33.27,1093285
2021-10-05,33.27,33.59,32.87,33.07,1248570
2021-10-06,32.99,33.42,32.69,33.12,1078529
2021-10-07,33.07,33.40,32.56,32.93,1172879
2021-10-08,32.96,33.08,32.53,32.69,1169898
2021-10-11,32.80,33.11,32.20,32.53,1052591
2021-10-12,32.51,32.84,31.99,32.32,1190838
2021-10-13,32.23,32.67,31.70,32.02,1044779
2021-10-14,31.98,32.13,31.58,31.81,1009885
2021-10-15,31.79,31.93,31.30,31.65,1125324
2021-10-18,31.53,31.83,31.17,31.39,1163186
2021-10-19,31.35,31.41,30.87,31.18,1131246
2021-10-20,31.26,31.64,30.74,31.05,964380
2021-10-21,30.94,31.30,30.39,30.82,971303
2021-10-22,30.95,31.31,30.67,30.96,1038902
2021-10-25,30.97,31.24,30.61,31.08,930516
2021-10-26,31.01,31.41,30.56,31.31,955832
2021-10-27,31.46,32.07,31.11,31.59,965849
2021-10-28,31.73,32.28,31.32,31.84,1042332
2021-10-29,31.76,32.37,31.52,32.28,962310
2021-11-01,32.11,32.89,31.81,32.43,970458
2021-11-02,32.42,33.16,32.06,32.72,938892
2021-11-03,32.55,33.49,32.27,33.07,927775
2021-11-04,33.07,33.88,32.79,33.54,1030204
2021-11-05,33.57,34.04,33.44,33.84,1040576
2021-11-08,33.82,34.32,33.57,34.25,985948
2021-11-09,34.21,34.97,33.93,34.63,980174
2021-11-10,34.51,34.95,34.43,34.85,1070914
2021-11-11,35.00,35.74,34.71,35.22,1017230
2021-11-12,35.18,35.97,34.77,35.61,1176011
2021-11-15,35.69,36.41,35.56,36.10,1148885
2021-11-16,36.24,36.61,35.78,36.52,1065565
2021-11-17,36.53,36.81,36.27,36.58,1109346
2021-11-18,36.59,36.90,36.14,36.45,1138350
2021-11-19,36.39,37.03,36.20,36.66,1141572
2021-11-22,36.75,37.25,36.43,36.79,1223209
2021-11-23,36.82,37.00,36.42,36.80,1191823
2021-11-24,36.65,37.06,36.34,36.84,1086015
2021-11-25,36.67,37.00,36.32,36.54,1270047
2021-11-26,36.42,36.89,36.14,36.25,1192383
2021-11-29,36.42,36.46,35.81,36.13,1165569
2021-11-30,36.28,36.30,35.84,36.07,1192629
2021-12-01,36.10,36.30,35.45,35.79,1164473
2021-12-02,35.69,35.85,35.28,35.51,1202834
2021-12-03,35.44,35.66,35.02,35.26,1142854
2021-12-06,35.18,35.34,34.69,34.96,1030364
2021-12-07,35.14,35.16,34.55,34.73,1166878
2021-12-08,34.87,35.01,34.47,34.71,1168263
2021-12-09,34.89,35.09,34.51,34.72,1071191
2021-12-10,34.62,34.92,34.17,34.67,1056087
2021-12-13,34.78,35.19,34.48,35.03,1008626
2021-12-14,34.99,35.30,34.75,35.14,1007201
2021-12-15,35.30,35.66,35.04,35.57,1113625
2021-12-16,35.48,36.16,35.31,35.87,989486
2021-12-17,35.85,36.25,35.56,36.22,911281
2021-12-20,36.23,36.93,35.92,36.61,907353
2021-12-21,36.63,37.19,36.21,36.89,982459
2021-12-22,36.85,37.75,36.65,37.24,974319
2021-12-23,37.22,38.06,37.00,37.63,1064754
2021-12-24,37.66,38.59,37.57,38.08,997274
2021-12-27,38.18,38.67,37.83,38.45,954950
2021-12-28,38.29,38.94,38.07,38.64,1096741
2021-12-29,38.49,39.14,38.31,38.84,1132585
2021-12-30,39.01,39.55,38.76,39.11,1035743
2021-12-31,39.20,39.58,39.05,39.21,1160386
2022-01-03,39.06,39.55,38.71,39.34,1067972
